year_label,year,ceremony_number,award_id,award_label,name,film,winner,ethnic_background,milestone-note
1987 (60th),1987,60,best_actress_supporting_role,Best Actress in a Supporting Role,Anne Ramsey,Throw Momma from the Train,FALSE,,
1987 (60th),1987,60,best_actress_supporting_role,Best Actress in a Supporting Role,Ann Sothern,The Whales of August,FALSE,,
1988 (61st),1988,61,best_actress_supporting_role,Best Actress in a Supporting Role,Geena Davis,The Accidental Tourist,TRUE,,
1988 (61st),1988,61,best_actress_supporting_role,Best Actress in a Supporting Role,Joan Cusack,Working Girl,FALSE,,
1988 (61st),1988,61,best_actress_supporting_role,Best Actress in a Supporting Role,Frances McDormand,Mississippi Burning,FALSE,,
1988 (61st),1988,61,best_actress_supporting_role,Best Actress in a Supporting Role,Michelle Pfeiffer,Dangerous Liaisons,FALSE,,
1988 (61st),1988,61,best_actress_supporting_role,Best Actress in a Supporting Role,Sigourney Weaver,Working Girl,FALSE,,
1989 (62nd),1989,62,best_actress_supporting_role,Best Actress in a Supporting Role,Brenda Fricker,My Left Foot,TRUE,,
1989 (62nd),1989,62,best_actress_supporting_role,Best Actress in a Supporting Role,Anjelica Huston,"Enemies, A Love Story",FALSE,,
1989 (62nd),1989,62,best_actress_supporting_role,Best Actress in a Supporting Role,Lena Olin,"Enemies, A Love Story",FALSE,,
1989 (62nd),1989,62,best_actress_supporting_role,Best Actress in a Supporting Role,Julia Roberts,Steel Magnolias,FALSE,,
1989 (62nd),1989,62,best_actress_supporting_role,Best Actress in a Supporting Role,Dianne Wiest,Parenthood,FALSE,,
1990 (63rd),1990,63,best_actress_supporting_role,Best Actress in a Supporting Role,Whoopi Goldberg,Ghost,TRUE,black,First African-American actress to receive two acting nominations.Second African-American actress to win Best Supporting Actress.
1990 (63rd),1990,63,best_actress_supporting_role,Best Actress in a Supporting Role,Annette Bening,The Grifters,FALSE,,
1990 (63rd),1990,63,best_actress_supporting_role,Best Actress in a Supporting Role,Lorraine Bracco,Goodfellas,FALSE,,
1990 (63rd),1990,63,best_actress_supporting_role,Best Actress in a Supporting Role,Diane Ladd,Wild at Heart,FALSE,,
1990 (63rd),1990,63,best_actress_supporting_role,Best Actress in a Supporting Role,Mary McDonnell,Dances with Wolves,FALSE,,
1991 (64th),1991,64,best_actress_supporting_role,Best Actress in a Supporting Role,Mercedes Ruehl,The Fisher King,TRUE,hispanic,Maternal grandfather was Cuban.
1991 (64th),1991,64,best_actress_supporting_role,Best Actress in a Supporting Role,Diane Ladd,Rambling Rose,FALSE,,
1991 (64th),1991,64,best_actress_supporting_role,Best Actress in a Supporting Role,Juliette Lewis,Cape Fear,FALSE,,
1991 (64th),1991,64,best_actress_supporting_role,Best Actress in a Supporting Role,Kate Nelligan,The Prince of Tides,FALSE,,
1991 (64th),1991,64,best_actress_supporting_role,Best Actress in a Supporting Role,Jessica Tandy,Fried Green Tomatoes,FALSE,,
1992 (65th),1992,65,best_actress_supporting_role,Best Actress in a Supporting Role,Marisa Tomei,My Cousin Vinny,TRUE,,
1992 (65th),1992,65,best_actress_supporting_role,Best Actress in a Supporting Role,Judy Davis,Husbands and Wives,FALSE,,
1992 (65th),1992,65,best_actress_supporting_role,Best Actress in a Supporting Role,Joan Plowright,Enchanted April,FALSE,,
1992 (65th),1992,65,best_actress_supporting_role,Best Actress in a Supporting Role,Vanessa Redgrave,Howards End,FALSE,,
1992 (65th),1992,65,best_actress_supporting_role,Best Actress in a Supporting Role,Miranda Richardson,Damage,FALSE,,
1993 (66th),1993,66,best_actress_supporting_role,Best Actress in a Supporting Role,Anna Paquin,The Piano,TRUE,,
1993 (66th),1993,66,best_actress_supporting_role,Best Actress in a Supporting Role,Holly Hunter,The Firm,FALSE,,
1993 (66th),1993,66,best_actress_supporting_role,Best Actress in a Supporting Role,Rosie Perez,Fearless,FALSE,hispanic,Born in New York to Puerto Rican parents.
1993 (66th),1993,66,best_actress_supporting_role,Best Actress in a Supporting Role,Winona Ryder,The Age of Innocence,FALSE,,
1993 (66th),1993,66,best_actress_supporting_role,Best Actress in a Supporting Role,Emma Thompson,In the Name of the Father,FALSE,,
1994 (67th),1994,67,best_actress_supporting_role,Best Actress in a Supporting Role,Dianne Wiest,Bullets over Broadway,TRUE,,
1994 (67th),1994,67,best_actress_supporting_role,Best Actress in a Supporting Role,Rosemary Harris,Tom & Viv,FALSE,,
1994 (67th),1994,67,best_actress_supporting_role,Best Actress in a Supporting Role,Helen Mirren,The Madness of King George,FALSE,,
1994 (67th),1994,67,best_actress_supporting_role,Best Actress in a Supporting Role,Uma Thurman,Pulp Fiction,FALSE,,
1994 (67th),1994,67,best_actress_supporting_role,Best Actress in a Supporting Role,Jennifer Tilly,Bullets over Broadway,FALSE,,
1995 (68th),1995,68,best_actress_supporting_role,Best Actress in a Supporting Role,Mira Sorvino,Mighty Aphrodite,TRUE,,
1995 (68th),1995,68,best_actress_supporting_role,Best Actress in a Supporting Role,Joan Allen,Nixon,FALSE,,
1995 (68th),1995,68,best_actress_supporting_role,Best Actress in a Supporting Role,Kathleen Quinlan,Apollo 13,FALSE,,
1995 (68th),1995,68,best_actress_supporting_role,Best Actress in a Supporting Role,Mare Winningham,Georgia,FALSE,,
1995 (68th),1995,68,best_actress_supporting_role,Best Actress in a Supporting Role,Kate Winslet,Sense and Sensibility,FALSE,,
1996 (69th),1996,69,best_actress_supporting_role,Best Actress in a Supporting Role,Juliette Binoche,The English Patient,TRUE,,
1996 (69th),1996,69,best_actress_supporting_role,Best Actress in a Supporting Role,Joan Allen,The Crucible,FALSE,,
1996 (69th),1996,69,best_actress_supporting_role,Best Actress in a Supporting Role,Lauren Bacall,The Mirror Has Two Faces,FALSE,,
1996 (69th),1996,69,best_actress_supporting_role,Best Actress in a Supporting Role,Barbara Hershey,The Portrait of a Lady,FALSE,,
1996 (69th),1996,69,best_actress_supporting_role,Best Actress in a Supporting Role,Marianne Jean-Baptiste,Secrets & Lies,FALSE,black,First Black British actress to receive an Academy Award nomination.
1997 (70th),1997,70,best_actress_supporting_role,Best Actress in a Supporting Role,Kim Basinger,L.A. Confidential,TRUE,,
1997 (70th),1997,70,best_actress_supporting_role,Best Actress in a Supporting Role,Joan Cusack,In & Out,FALSE,,
1997 (70th),1997,70,best_actress_supporting_role,Best Actress in a Supporting Role,Minnie Driver,Good Will Hunting,FALSE,,
1997 (70th),1997,70,best_actress_supporting_role,Best Actress in a Supporting Role,Julianne Moore,Boogie Nights,FALSE,,
1997 (70th),1997,70,best_actress_supporting_role,Best Actress in a Supporting Role,Gloria Stuart,Titanic,FALSE,,
1998 (71st),1998,71,best_actress_supporting_role,Best Actress in a Supporting Role,Judi Dench,Shakespeare in Love,TRUE,,
1998 (71st),1998,71,best_actress_supporting_role,Best Actress in a Supporting Role,Kathy Bates,Primary Colors,FALSE,,
1998 (71st),1998,71,best_actress_supporting_role,Best Actress in a Supporting Role,Brenda Blethyn,Little Voice,FALSE,,
1998 (71st),1998,71,best_actress_supporting_role,Best Actress in a Supporting Role,Rachel Griffiths,Hilary and Jackie,FALSE,,
1998 (71st),1998,71,best_actress_supporting_role,Best Actress in a Supporting Role,Lynn Redgrave,Gods and Monsters,FALSE,,
1999 (72nd),1999,72,best_actress_supporting_role,Best Actress in a Supporting Role,Angelina Jolie,"Girl, Interrupted",TRUE,,
1999 (72nd),1999,72,best_actress_supporting_role,Best Actress in a Supporting Role,Toni Collette,The Sixth Sense,FALSE,,
1999 (72nd),1999,72,best_actress_supporting_role,Best Actress in a Supporting Role,Catherine Keener,Being John Malkovich,FALSE,,
1999 (72nd),1999,72,best_actress_supporting_role,Best Actress in a Supporting Role,Samantha Morton,Sweet and Lowdown,FALSE,,
1999 (72nd),1999,72,best_actress_supporting_role,Best Actress in a Supporting Role,Chloë Sevigny,Boys Don't Cry,FALSE,,
2000 (73rd),2000,73,best_actress_supporting_role,Best Actress in a Supporting Role,Marcia Gay Harden,Pollock,TRUE,,
2000 (73rd),2000,73,best_actress_supporting_role,Best Actress in a Supporting Role,Judi Dench,Chocolat,FALSE,,
2000 (73rd),2000,73,best_actress_supporting_role,Best Actress in a Supporting Role,Kate Hudson,Almost Famous,FALSE,,
2000 (73rd),2000,73,best_actress_supporting_role,Best Actress in a Supporting Role,Frances McDormand,Almost Famous,FALSE,,
2000 (73rd),2000,73,best_actress_supporting_role,Best Actress in a Supporting Role,Julie Walters,Billy Elliot,FALSE,,
2001 (74th),2001,74,best_actress_supporting_role,Best Actress in a Supporting Role,Jennifer Connelly,A Beautiful Mind,TRUE,,
2001 (74th),2001,74,best_actress_supporting_role,Best Actress in a Supporting Role,Helen Mirren,Gosford Park,FALSE,,
2001 (74th),2001,74,best_actress_supporting_role,Best Actress in a Supporting Role,Maggie Smith,Gosford Park,FALSE,,
2001 (74th),2001,74,best_actress_supporting_role,Best Actress in a Supporting Role,Marisa Tomei,In the Bedroom,FALSE,,
2001 (74th),2001,74,best_actress_supporting_role,Best Actress in a Supporting Role,Kate Winslet,Iris,FALSE,,
2002 (75th),2002,75,best_actress_supporting_role,Best Actress in a Supporting Role,Catherine Zeta-Jones,Chicago,TRUE,,
2002 (75th),2002,75,best_actress_supporting_role,Best Actress in a Supporting Role,Kathy Bates,About Schmidt,FALSE,,
2002 (75th),2002,75,best_actress_supporting_role,Best Actress in a Supporting Role,Julianne Moore,The Hours,FALSE,,
2002 (75th),2002,75,best_actress_supporting_role,Best Actress in a Supporting Role,Queen Latifah,Chicago,FALSE,black,First female hip hop artist to be nominated for an Academy Award.
2002 (75th),2002,75,best_actress_supporting_role,Best Actress in a Supporting Role,Meryl Streep,Adaptation,FALSE,,
2003 (76th),2003,76,best_actress_supporting_role,Best Actress in a Supporting Role,Renée Zellweger,Cold Mountain,TRUE,,
2003 (76th),2003,76,best_actress_supporting_role,Best Actress in a Supporting Role,Shohreh Aghdashloo,House of Sand and Fog,FALSE,asian,First Iranian to be nominated for an acting award.First Middle Eastern actress to be nominated for an acting award.
2003 (76th),2003,76,best_actress_supporting_role,Best Actress in a Supporting Role,Patricia Clarkson,Pieces of April,FALSE,,
2003 (76th),2003,76,best_actress_supporting_role,Best Actress in a Supporting Role,Marcia Gay Harden,Mystic River,FALSE,,
2003 (76th),2003,76,best_actress_supporting_role,Best Actress in a Supporting Role,Holly Hunter,Thirteen,FALSE,,
2004 (77th),2004,77,best_actress_supporting_role,Best Actress in a Supporting Role,Cate Blanchett,The Aviator,TRUE,,
2004 (77th),2004,77,best_actress_supporting_role,Best Actress in a Supporting Role,Laura Linney,Kinsey,FALSE,,
2004 (77th),2004,77,best_actress_supporting_role,Best Actress in a Supporting Role,Virginia Madsen,Sideways,FALSE,,
2004 (77th),2004,77,best_actress_supporting_role,Best Actress in a Supporting Role,Sophie Okonedo,Hotel Rwanda,FALSE,black,Second Black British actress to receive an Academy Award nomination.
2004 (77th),2004,77,best_actress_supporting_role,Best Actress in a Supporting Role,Natalie Portman,Closer,FALSE,asian,"Born in Israel, has dual Israeli and US citizenship.First Israeli actress to be nominated for Best Supporting Actress."
2005 (78th),2005,78,best_actress_supporting_role,Best Actress in a Supporting Role,Rachel Weisz,The Constant Gardener,TRUE,,
2005 (78th),2005,78,best_actress_supporting_role,Best Actress in a Supporting Role,Amy Adams,Junebug,FALSE,,
2005 (78th),2005,78,best_actress_supporting_role,Best Actress in a Supporting Role,Catherine Keener,Capote,FALSE,,
2005 (78th),2005,78,best_actress_supporting_role,Best Actress in a Supporting Role,Frances McDormand,North Country,FALSE,,
2005 (78th),2005,78,best_actress_supporting_role,Best Actress in a Supporting Role,Michelle Williams,Brokeback Mountain,FALSE,,
2006 (79th),2006,79,best_actress_supporting_role,Best Actress in a Supporting Role,Jennifer Hudson,Dreamgirls,TRUE,black,Debut film performance.  Youngest African-American to win an Academy Award (age 25) First film to feature African-American nominees for both Best Supporting Actor and Best Supporting Actress.
2006 (79th),2006,79,best_actress_supporting_role,Best Actress in a Supporting Role,Adriana Barraza,Babel,FALSE,hispanic,
2006 (79th),2006,79,best_actress_supporting_role,Best Actress in a Supporting Role,Cate Blanchett,Notes on a Scandal,FALSE,,
2006 (79th),2006,79,best_actress_supporting_role,Best Actress in a Supporting Role,Abigail Breslin,Little Miss Sunshine,FALSE,,
2006 (79th),2006,79,best_actress_supporting_role,Best Actress in a Supporting Role,Rinko Kikuchi,Babel,FALSE,asian,Japanese.First role in Japanese Sign Language to be nominated.
2007 (80th),2007,80,best_actress_supporting_role,Best Actress in a Supporting Role,Tilda Swinton,Michael Clayton,TRUE,,
2007 (80th),2007,80,best_actress_supporting_role,Best Actress in a Supporting Role,Cate Blanchett,I'm Not There,FALSE,,
2007 (80th),2007,80,best_actress_supporting_role,Best Actress in a Supporting Role,Ruby Dee,American Gangster,FALSE,black,"At age 83, oldest African-American actress to be nominated for an Academy Award."
2007 (80th),2007,80,best_actress_supporting_role,Best Actress in a Supporting Role,Saoirse Ronan,Atonement,FALSE,,
2007 (80th),2007,80,best_actress_supporting_role,Best Actress in a Supporting Role,Amy Ryan,Gone Baby Gone,FALSE,,
2008 (81st),2008,81,best_actress_supporting_role,Best Actress in a Supporting Role,Penélope Cruz,Vicky Cristina Barcelona,TRUE,hispanic,First Spanish female actor to win.
2008 (81st),2008,81,best_actress_supporting_role,Best Actress in a Supporting Role,Amy Adams,Doubt,FALSE,,
2008 (81st),2008,81,best_actress_supporting_role,Best Actress in a Supporting Role,Viola Davis,Doubt,FALSE,black,First time two films have Black performers nominated for Supporting Actress in the same year.
2008 (81st),2008,81,best_actress_supporting_role,Best Actress in a Supporting Role,Taraji P. Henson,The Curious Case of Benjamin Button,FALSE,black,First time two films have Black performers nominated for Supporting Actress in the same year.
2008 (81st),2008,81,best_actress_supporting_role,Best Actress in a Supporting Role,Marisa Tomei,The Wrestler,FALSE,,
2009 (82nd),2009,82,best_actress_supporting_role,Best Actress in a Supporting Role,Mo'Nique,Precious,TRUE,black,Second film to feature African-American nominees for both Best Actress and Best Supporting Actress.
2009 (82nd),2009,82,best_actress_supporting_role,Best Actress in a Supporting Role,Penélope Cruz,Nine,FALSE,hispanic,First Spanish actor to be nominated twice in the same category.
2009 (82nd),2009,82,best_actress_supporting_role,Best Actress in a Supporting Role,Vera Farmiga,Up in the Air,FALSE,,
2009 (82nd),2009,82,best_actress_supporting_role,Best Actress in a Supporting Role,Maggie Gyllenhaal,Crazy Heart,FALSE,,
2009 (82nd),2009,82,best_actress_supporting_role,Best Actress in a Supporting Role,Anna Kendrick,Up in the Air,FALSE,,
2010 (83rd),2010,83,best_actress_supporting_role,Best Actress in a Supporting Role,Melissa Leo,The Fighter,TRUE,,
2010 (83rd),2010,83,best_actress_supporting_role,Best Actress in a Supporting Role,Amy Adams,The Fighter,FALSE,,
2010 (83rd),2010,83,best_actress_supporting_role,Best Actress in a Supporting Role,Helena Bonham Carter,The King's Speech,FALSE,,
2010 (83rd),2010,83,best_actress_supporting_role,Best Actress in a Supporting Role,Hailee Steinfeld,True Grit,FALSE,,
2010 (83rd),2010,83,best_actress_supporting_role,Best Actress in a Supporting Role,Jacki Weaver,Animal Kingdom,FALSE,,
2011 (84th),2011,84,best_actress_supporting_role,Best Actress in a Supporting Role,Octavia Spencer,The Help,TRUE,black,Third film to feature African-American nominees for both Best Actress and Supporting Actress.
2011 (84th),2011,84,best_actress_supporting_role,Best Actress in a Supporting Role,Bérénice Bejo,The Artist,FALSE,hispanic,
2011 (84th),2011,84,best_actress_supporting_role,Best Actress in a Supporting Role,Jessica Chastain,The Help,FALSE,,
2011 (84th),2011,84,best_actress_supporting_role,Best Actress in a Supporting Role,Melissa McCarthy,Bridesmaids,FALSE,,
2011 (84th),2011,84,best_actress_supporting_role,Best Actress in a Supporting Role,Janet McTeer,Albert Nobbs,FALSE,,
2012 (85th),2012,85,best_actress_supporting_role,Best Actress in a Supporting Role,Anne Hathaway,Les Misérables,TRUE,,
2012 (85th),2012,85,best_actress_supporting_role,Best Actress in a Supporting Role,Amy Adams,The Master,FALSE,,
2012 (85th),2012,85,best_actress_supporting_role,Best Actress in a Supporting Role,Sally Field,Lincoln,FALSE,,
2012 (85th),2012,85,best_actress_supporting_role,Best Actress in a Supporting Role,Helen Hunt,The Sessions,FALSE,,
2012 (85th),2012,85,best_actress_supporting_role,Best Actress in a Supporting Role,Jacki Weaver,Silver Linings Playbook,FALSE,,
2013 (86th),2013,86,best_actress_supporting_role,Best Actress in a Supporting Role,Lupita Nyong'o,12 Years a Slave,TRUE,black,First Black African (Kenyan) actress to be nominated. First Black African to win in any category. Mexican with Kenyan citizenship.First Mexican-born actress to win an Academy Award.
2013 (86th),2013,86,best_actress_supporting_role,Best Actress in a Supporting Role,Sally Hawkins,Blue Jasmine,FALSE,,
2013 (86th),2013,86,best_actress_supporting_role,Best Actress in a Supporting Role,Jennifer Lawrence,American Hustle,FALSE,,
2013 (86th),2013,86,best_actress_supporting_role,Best Actress in a Supporting Role,Julia Roberts,August: Osage County,FALSE,,
2013 (86th),2013,86,best_actress_supporting_role,Best Actress in a Supporting Role,June Squibb,Nebraska,FALSE,,
2014 (87th),2014,87,best_actress_supporting_role,Best Actress in a Supporting Role,Patricia Arquette,Boyhood,TRUE,,
2014 (87th),2014,87,best_actress_supporting_role,Best Actress in a Supporting Role,Laura Dern,Wild,FALSE,,
2014 (87th),2014,87,best_actress_supporting_role,Best Actress in a Supporting Role,Keira Knightley,The Imitation Game,FALSE,,
2014 (87th),2014,87,best_actress_supporting_role,Best Actress in a Supporting Role,Emma Stone,Birdman,FALSE,,
2014 (87th),2014,87,best_actress_supporting_role,Best Actress in a Supporting Role,Meryl Streep,Into the Woods,FALSE,,
2015 (88th),2015,88,best_actress_supporting_role,Best Actress in a Supporting Role,Alicia Vikander,The Danish Girl,TRUE,,
2015 (88th),2015,88,best_actress_supporting_role,Best Actress in a Supporting Role,Jennifer Jason Leigh,The Hateful Eight,FALSE,,
2015 (88th),2015,88,best_actress_supporting_role,Best Actress in a Supporting Role,Rooney Mara,Carol,FALSE,,
2015 (88th),2015,88,best_actress_supporting_role,Best Actress in a Supporting Role,Rachel McAdams,Spotlight,FALSE,,
2015 (88th),2015,88,best_actress_supporting_role,Best Actress in a Supporting Role,Kate Winslet,Steve Jobs,FALSE,,
2016 (89th),2016,89,best_actress_supporting_role,Best Actress in a Supporting Role,Viola Davis,Fences,TRUE,black,"First time two African-American performers won in supporting role Oscars in the same year (Mahershala Ali, Moonlight)."
2016 (89th),2016,89,best_actress_supporting_role,Best Actress in a Supporting Role,Naomie Harris,Moonlight,FALSE,black,Third Black British actress to receive an Academy Award nomination.Second film to feature Black nominees for both Best Supporting Actor and Best Supporting Actress.
2016 (89th),2016,89,best_actress_supporting_role,Best Actress in a Supporting Role,Nicole Kidman,Lion,FALSE,,
2016 (89th),2016,89,best_actress_supporting_role,Best Actress in a Supporting Role,Octavia Spencer,Hidden Figures,FALSE,black,Third Black actress following Whoopi Goldberg and Viola Davis to earn multiple Oscar nominations.First Black actress to be nominated after previously winning.
2016 (89th),2016,89,best_actress_supporting_role,Best Actress in a Supporting Role,Michelle Williams,Manchester by the Sea,FALSE,,
2017 (90th),2017,90,best_actress_supporting_role,Best Actress in a Supporting Role,Allison Janney,"I, Tonya",TRUE,,
2017 (90th),2017,90,best_actress_supporting_role,Best Actress in a Supporting Role,Mary J. Blige,Mudbound,FALSE,black,First Black woman to receive multiple Oscar nominations in the same year.First person nominated for an acting award and a music award (Best Original Song) in the same year.
2017 (90th),2017,90,best_actress_supporting_role,Best Actress in a Supporting Role,Lesley Manville,Phantom Thread,FALSE,,
2017 (90th),2017,90,best_actress_supporting_role,Best Actress in a Supporting Role,Laurie Metcalf,Lady Bird,FALSE,,
2017 (90th),2017,90,best_actress_supporting_role,Best Actress in a Supporting Role,Octavia Spencer,The Shape of Water,FALSE,black,First Black actress to be nominated twice after previously winning.First Black actress to be nominated two years in a row.
2018 (91st),2018,91,best_actress_supporting_role,Best Actress in a Supporting Role,Regina King,If Beale Street Could Talk,TRUE,black,"Second time two African-American performers won supporting Oscars in the same year (Mahershala Ali, Green Book)."
2018 (91st),2018,91,best_actress_supporting_role,Best Actress in a Supporting Role,Amy Adams,Vice,FALSE,,
2018 (91st),2018,91,best_actress_supporting_role,Best Actress in a Supporting Role,Marina de Tavira,Roma,FALSE,hispanic,
2018 (91st),2018,91,best_actress_supporting_role,Best Actress in a Supporting Role,Emma Stone,The Favourite,FALSE,,
2018 (91st),2018,91,best_actress_supporting_role,Best Actress in a Supporting Role,Rachel Weisz,The Favourite,FALSE,,
2019 (92nd),2019,92,best_actress_supporting_role,Best Actress in a Supporting Role,Laura Dern,Marriage Story,TRUE,,
2019 (92nd),2019,92,best_actress_supporting_role,Best Actress in a Supporting Role,Kathy Bates,Richard Jewell,FALSE,,
2019 (92nd),2019,92,best_actress_supporting_role,Best Actress in a Supporting Role,Scarlett Johansson,Jojo Rabbit,FALSE,,
2019 (92nd),2019,92,best_actress_supporting_role,Best Actress in a Supporting Role,Florence Pugh,Little Women,FALSE,,
2019 (92nd),2019,92,best_actress_supporting_role,Best Actress in a Supporting Role,Margot Robbie,Bombshell,FALSE,,
2020/21(93rd),2020,93,best_actress_supporting_role,Best Actress in a Supporting Role,Youn Yuh-jung,Minari,TRUE,asian,Korean.First Korean actress to be nominated and to win for an acting award.
2020/21(93rd),2020,93,best_actress_supporting_role,Best Actress in a Supporting Role,Maria Bakalova,Borat Subsequent Moviefilm,FALSE,,
2020/21(93rd),2020,93,best_actress_supporting_role,Best Actress in a Supporting Role,Glenn Close,Hillbilly Elegy,FALSE,,
2020/21(93rd),2020,93,best_actress_supporting_role,Best Actress in a Supporting Role,Olivia Colman,The Father,FALSE,,
2020/21(93rd),2020,93,best_actress_supporting_role,Best Actress in a Supporting Role,Amanda Seyfried,Mank,FALSE,,
1927/28(1st),1928,1,best_picture,Best Picture,,Wings,TRUE,,
1927/28(1st),1928,1,best_picture,Best Picture,,7th Heaven,FALSE,,
1927/28(1st),1928,1,best_picture,Best Picture,,The Racket,FALSE,,
1928/29(2nd),1929,2,best_picture,Best Picture,,The Broadway Melody,TRUE,,
1928/29(2nd),1929,2,best_picture,Best Picture,,Alibi,FALSE,,
1928/29(2nd),1929,2,best_picture,Best Picture,,Hollywood Revue,FALSE,,
1928/29(2nd),1929,2,best_picture,Best Picture,,In Old Arizona,FALSE,,
1928/29(2nd),1929,2,best_picture,Best Picture,,The Patriot,FALSE,,
1929/30(3rd),1930,3,best_picture,Best Picture,,All Quiet on the Western Front,TRUE,,
1929/30(3rd),1930,3,best_picture,Best Picture,,The Big House,FALSE,,
1929/30(3rd),1930,3,best_picture,Best Picture,,Disraeli,FALSE,,
1929/30(3rd),1930,3,best_picture,Best Picture,,The Divorcee,FALSE,,
1929/30(3rd),1930,3,best_picture,Best Picture,,The Love Parade,FALSE,,
1930/31(4th),1931,4,best_picture,Best Picture,,Cimarron,TRUE,,
1930/31(4th),1931,4,best_picture,Best Picture,,East Lynne,FALSE,,
1930/31(4th),1931,4,best_picture,Best Picture,,The Front Page,FALSE,,
1930/31(4th),1931,4,best_picture,Best Picture,,Skippy,FALSE,,
1930/31(4th),1931,4,best_picture,Best Picture,,Trader Horn,FALSE,,
1931/32(5th),1932,5,best_picture,Best Picture,,Grand Hotel,TRUE,,
1931/32(5th),1932,5,best_picture,Best Picture,,Arrowsmith,FALSE,,
1931/32(5th),1932,5,best_picture,Best Picture,,Bad Girl,FALSE,,
1931/32(5th),1932,5,best_picture,Best Picture,,The Champ,FALSE,,
1931/32(5th),1932,5,best_picture,Best Picture,,Five Star Final,FALSE,,
1931/32(5th),1932,5,best_picture,Best Picture,,One Hour with You,FALSE,,
1931/32(5th),1932,5,best_picture,Best Picture,,Shanghai Express,FALSE,,
1931/32(5th),1932,5,best_picture,Best Picture,,The Smiling Lieutenant,FALSE,,
1932/33(6th),1933,6,best_picture,Best Picture,,Cavalcade,TRUE,,
1932/33(6th),1933,6,best_picture,Best Picture,,42nd Street,FALSE,,
1932/33(6th),1933,6,best_picture,Best Picture,,A Farewell to Arms,FALSE,,
1932/33(6th),1933,6,best_picture,Best Picture,,I Am a Fugitive from a Chain Gang,FALSE,,
1932/33(6th),1933,6,best_picture,Best Picture,,Lady for a Day,FALSE,,
1932/33(6th),1933,6,best_picture,Best Picture,,Little Women,FALSE,,
1932/33(6th),1933,6,best_picture,Best Picture,,The Private Life of Henry VIII,FALSE,,
1932/33(6th),1933,6,best_picture,Best Picture,,She Done Him Wrong,FALSE,,
1932/33(6th),1933,6,best_picture,Best Picture,,Smilin' Through,FALSE,,
1932/33(6th),1933,6,best_picture,Best Picture,,State Fair,FALSE,,
1934(7th),1934,7,best_picture,Best Picture,,It Happened One Night,TRUE,,
1934(7th),1934,7,best_picture,Best Picture,,The Barretts of Wimpole Street,FALSE,,
1934(7th),1934,7,best_picture,Best Picture,,Cleopatra,FALSE,,
1934(7th),1934,7,best_picture,Best Picture,,Flirtation Walk,FALSE,,
1934(7th),1934,7,best_picture,Best Picture,,The Gay Divorcee,FALSE,,
1934(7th),1934,7,best_picture,Best Picture,,Here Comes the Navy,FALSE,,
1934(7th),1934,7,best_picture,Best Picture,,The House of Rothschild,FALSE,,
1934(7th),1934,7,best_picture,Best Picture,,Imitation of Life,FALSE,,
1934(7th),1934,7,best_picture,Best Picture,,One Night of Love,FALSE,,
1934(7th),1934,7,best_picture,Best Picture,,The Thin Man,FALSE,,
1934(7th),1934,7,best_picture,Best Picture,,Viva Villa!,FALSE,,
1934(7th),1934,7,best_picture,Best Picture,,The White Parade,FALSE,,
1935(8th),1935,8,best_picture,Best Picture,,Mutiny on the Bounty,TRUE,,
1935(8th),1935,8,best_picture,Best Picture,,Alice Adams,FALSE,,
1935(8th),1935,8,best_picture,Best Picture,,Broadway Melody of 1936,FALSE,,
1935(8th),1935,8,best_picture,Best Picture,,Captain Blood,FALSE,,
1935(8th),1935,8,best_picture,Best Picture,,David Copperfield,FALSE,,
1935(8th),1935,8,best_picture,Best Picture,,The Informer,FALSE,,
1935(8th),1935,8,best_picture,Best Picture,,The Lives of a Bengal Lancer,FALSE,,
1935(8th),1935,8,best_picture,Best Picture,,A Midsummer Night's Dream,FALSE,,
1935(8th),1935,8,best_picture,Best Picture,,Les Misérables,FALSE,,
1935(8th),1935,8,best_picture,Best Picture,,Naughty Marietta,FALSE,,
1935(8th),1935,8,best_picture,Best Picture,,Ruggles of Red Gap,FALSE,,
1935(8th),1935,8,best_picture,Best Picture,,Top Hat,FALSE,,
1936(9th),1936,9,best_picture,Best Picture,,The Great Ziegfeld,TRUE,,
1936(9th),1936,9,best_picture,Best Picture,,Anthony Adverse,FALSE,,
1936(9th),1936,9,best_picture,Best Picture,,Dodsworth,FALSE,,
1936(9th),1936,9,best_picture,Best Picture,,Libeled Lady,FALSE,,
1936(9th),1936,9,best_picture,Best Picture,,Mr. Deeds Goes to Town,FALSE,,
1936(9th),1936,9,best_picture,Best Picture,,Romeo and Juliet,FALSE,,
1936(9th),1936,9,best_picture,Best Picture,,San Francisco,FALSE,,
1936(9th),1936,9,best_picture,Best Picture,,The Story of Louis Pasteur,FALSE,,
1936(9th),1936,9,best_picture,Best Picture,,A Tale of Two Cities,FALSE,,
1936(9th),1936,9,best_picture,Best Picture,,Three Smart Girls,FALSE,,
1937(10th),1937,10,best_picture,Best Picture,,The Life of Emile Zola,TRUE,,
1937(10th),1937,10,best_picture,Best Picture,,The Awful Truth,FALSE,,
1937(10th),1937,10,best_picture,Best Picture,,Captains Courageous,FALSE,,
1937(10th),1937,10,best_picture,Best Picture,,Dead End,FALSE,,
1937(10th),1937,10,best_picture,Best Picture,,The Good Earth,FALSE,,
1937(10th),1937,10,best_picture,Best Picture,,In Old Chicago,FALSE,,
